UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
2024,L49203,L,298.7,308.5,1444.0,54.2,62.0,0,No Failure
2025,M16884,M,298.7,308.6,1722.0,24.7,64.0,0,No Failure
2026,L49205,L,298.7,308.5,1469.0,39.9,67.0,0,No Failure
2027,M16886,M,298.7,308.5,1360.0,52.9,69.0,0,No Failure
2028,L49207,L,298.7,308.4,1750.0,25.8,72.0,0,No Failure
2029,M16888,M,298.7,308.3,1349.0,46.6,74.0,0,No Failure
2030,L49209,L,298.7,308.5,,35.2,77.0,0,No Failure
2031,L49210,L,298.9,308.6,1400.0,49.5,79.0,0,No Failure
2032,L49211,L,298.8,308.6,1331.0,62.8,81.0,0,No Failure
2033,L49212,L,298.8,308.5,1444.0,42.2,83.0,0,No Failure
2034,H31447,H,298.8,308.5,1359.0,47.6,85.0,0,No Failure
2035,M16894,M,298.8,308.5,1425.0,47.4,90.0,0,No Failure
2036,M16895,M,298.9,308.6,1469.0,34.2,93.0,0,No Failure
2037,L49216,L,,308.7,1892.0,22.8,96.0,0,No Failure
2038,H31451,H,299.0,308.7,1940.0,19.9,98.0,0,No Failure
2039,L49218,L,299.0,308.8,1405.0,55.2,103.0,0,No Failure
2040,M16899,M,299.0,308.9,1449.0,39.6,105.0,0,No Failure
2041,L49220,L,299.1,308.9,1686.0,,108.0,0,No Failure
2042,L49221,L,299.1,308.9,1680.0,27.2,110.0,0,No Failure
2043,M16902,M,299.1,308.9,1397.0,52.4,112.0,0,No Failure
2044,M16903,M,,309.0,1597.0,30.3,115.0,0,No Failure
2045,L49224,L,299.3,309.1,1470.0,41.1,118.0,0,No Failure
2046,M16905,M,299.3,309.1,1703.0,31.3,120.0,0,No Failure
2047,L49226,L,299.3,309.1,1388.0,45.5,123.0,0,No Failure
2048,L49227,L,299.3,309.2,1775.0,24.2,125.0,0,No Failure
2049,L49228,L,299.3,309.2,1465.0,41.5,127.0,0,No Failure
2050,M16909,M,299.3,309.2,1586.0,37.9,129.0,0,No Failure
2051,M16910,M,299.5,309.3,1675.0,29.2,132.0,0,No Failure
2052,M16911,M,299.4,309.2,1470.0,44.4,135.0,0,No Failure
2053,L49232,L,299.5,309.3,1477.0,40.4,138.0,0,No Failure
2054,L49233,L,299.5,309.3,1382.0,61.0,140.0,0,No Failure
2055,M16914,M,,309.4,1605.0,29.8,142.0,0,No Failure
2056,L49235,L,299.6,309.4,1643.0,32.9,145.0,0,No Failure
2057,L49236,L,299.5,309.3,1333.0,54.1,147.0,0,No Failure
2058,L49237,L,299.5,309.3,1520.0,42.3,149.0,0,No Failure
2059,M16918,M,299.5,309.3,1902.0,24.0,151.0,0,No Failure
2060,H31473,H,299.5,309.4,1386.0,44.4,154.0,0,No Failure
2061,L49240,L,299.6,309.5,1803.0,27.7,159.0,0,No Failure
2062,L49241,L,299.7,309.6,1359.0,50.7,161.0,0,No Failure
2063,M16922,M,299.7,309.6,1477.0,42.7,163.0,0,No Failure
2064,L49243,L,299.7,309.6,1321.0,53.4,166.0,0,No Failure
2065,L49244,L,299.6,309.5,1453.0,41.4,168.0,0,No Failure
2066,L49245,L,299.7,309.6,1419.0,45.1,170.0,0,No Failure
2067,L49246,L,299.7,309.6,1512.0,36.2,172.0,0,No Failure
2068,L49247,L,299.7,309.6,1553.0,36.8,174.0,0,No Failure
2069,M16928,M,299.7,309.6,1534.0,39.1,176.0,0,No Failure
2070,H31483,H,299.7,,1553.0,41.0,179.0,0,No Failure
2071,L49250,L,299.7,309.5,1352.0,49.7,184.0,0,No Failure
2072,M16931,M,299.7,309.6,1313.0,60.0,186.0,0,No Failure
2073,L49252,L,299.6,309.5,,35.5,189.0,0,Random Failures
2074,L49253,L,299.6,309.4,1677.0,31.1,191.0,0,No Failure
2075,L49254,L,299.5,309.4,1602.0,31.5,193.0,0,No Failure
2076,L49255,L,299.5,309.4,1390.0,58.8,195.0,1,Overstrain Failure
2077,L49256,L,299.4,309.3,1544.0,36.0,197.0,0,No Failure
2078,L49257,L,299.4,309.4,1701.0,31.2,199.0,0,No Failure
2079,M16938,M,299.4,309.3,1692.0,28.4,201.0,0,No Failure
2080,M16939,M,299.3,309.3,,37.9,,0,No Failure
2081,L49260,L,299.3,309.2,2280.0,15.4,207.0,0,No Failure
2082,M16941,M,,309.3,1485.0,,209.0,0,No Failure
2083,H31496,H,299.4,309.2,1513.0,36.1,212.0,0,No Failure
2084,H31497,H,299.4,309.3,1743.0,28.2,0.0,0,No Failure
2085,L49264,L,299.5,,1442.0,46.2,5.0,0,No Failure
2086,L49265,L,299.5,309.3,1462.0,46.7,7.0,0,No Failure
2087,H31500,H,299.4,309.3,1439.0,49.7,9.0,0,No Failure
2088,L49267,L,299.5,309.3,1577.0,,14.0,0,No Failure
2089,L49268,L,299.6,309.4,1331.0,46.4,16.0,0,No Failure
2090,L49269,L,299.5,309.3,1941.0,22.5,18.0,0,No Failure
2091,L49270,L,,309.2,1393.0,47.3,20.0,0,No Failure
2092,L49271,L,299.4,309.2,1433.0,42.1,22.0,0,No Failure
2093,L49272,L,,309.2,1444.0,48.2,24.0,0,No Failure
2094,L49273,L,299.4,309.2,1564.0,39.0,26.0,0,No Failure
2095,L49274,L,299.4,309.3,1377.0,43.6,28.0,0,No Failure
2096,L49275,L,299.4,309.3,1525.0,41.5,30.0,0,No Failure
2097,M16956,M,299.5,309.4,1387.0,56.2,32.0,0,No Failure
2098,M16957,M,299.4,309.4,1326.0,47.5,35.0,0,No Failure
2099,L49278,L,299.4,309.3,1401.0,59.0,38.0,0,No Failure
2100,L49279,L,299.4,309.3,1596.0,31.8,40.0,0,No Failure
2101,M16960,M,299.3,309.3,1471.0,46.0,42.0,0,No Failure
2102,L49281,L,299.3,309.3,1528.0,37.8,45.0,0,No Failure
2103,L49282,L,299.3,309.3,1325.0,62.0,47.0,0,No Failure
2104,M16963,M,299.3,309.1,1376.0,46.7,49.0,0,No Failure
2105,M16964,M,299.3,309.1,1600.0,35.3,52.0,0,No Failure
2106,L49285,L,299.3,309.1,1495.0,,55.0,0,No Failure
2107,L49286,L,299.4,309.1,,28.6,57.0,0,No Failure
2108,M16967,M,299.4,309.1,1417.0,47.3,59.0,0,No Failure
2109,H31522,H,299.4,309.0,1415.0,,62.0,0,No Failure
2110,M16969,M,299.3,309.0,1496.0,43.4,67.0,0,No Failure
2111,H31524,H,299.3,309.0,1508.0,35.0,70.0,0,No Failure
2112,L49291,L,299.4,309.0,1436.0,47.9,75.0,0,No Failure
2113,L49292,L,299.5,309.1,1852.0,22.6,77.0,0,No Failure
2114,L49293,L,,309.1,1863.0,22.5,79.0,0,No Failure
2115,H31528,H,299.4,309.1,1373.0,44.1,81.0,0,No Failure
2116,L49295,L,299.4,309.0,1404.0,47.3,86.0,0,No Failure
2117,M16976,M,299.4,309.0,1381.0,44.9,88.0,0,No Failure
2118,H31531,H,299.4,308.9,1762.0,29.3,91.0,0,No Failure
2119,H31532,H,299.3,308.9,1429.0,43.0,96.0,0,No Failure
2120,M16979,M,299.3,308.9,1858.0,24.7,101.0,0,No Failure
2121,H31534,H,299.2,308.8,1908.0,21.3,104.0,0,No Failure
2122,M16981,M,299.2,308.8,1503.0,37.4,109.0,0,No Failure
2123,M16982,M,299.2,308.8,1523.0,38.9,112.0,0,No Failure
2124,L49303,L,299.3,309.0,1491.0,38.4,115.0,0,No Failure
2125,L49304,L,299.2,308.9,1430.0,39.1,117.0,0,No Failure
2126,L49305,L,299.3,308.9,,69.4,119.0,1,Power Failure
2127,L49306,L,299.3,309.0,1449.0,46.5,121.0,0,No Failure
2128,H31541,H,299.3,309.0,1425.0,40.6,123.0,0,No Failure
2129,L49308,L,,309.0,1800.0,24.3,128.0,0,No Failure
2130,H31543,H,299.4,309.0,1607.0,33.7,130.0,0,No Failure
2131,L49310,L,299.4,309.0,1391.0,58.2,135.0,0,No Failure
2132,L49311,L,299.4,309.1,1432.0,45.4,137.0,0,No Failure
2133,L49312,L,299.4,309.0,,28.4,139.0,0,No Failure
2134,H31547,H,299.3,309.0,1732.0,29.7,141.0,0,No Failure
2135,L49314,L,299.3,309.0,,46.3,146.0,0,No Failure
2136,L49315,L,299.3,309.0,1511.0,47.8,148.0,0,No Failure
2137,L49316,L,299.2,308.9,1588.0,41.5,150.0,0,No Failure
2138,L49317,L,299.3,308.9,1623.0,31.1,152.0,0,No Failure
2139,L49318,L,299.3,309.0,1734.0,30.6,154.0,0,No Failure
2140,L49319,L,299.3,309.0,1415.0,47.6,156.0,0,No Failure
2141,L49320,L,299.3,309.0,1419.0,46.6,158.0,0,No Failure
2142,M17001,M,299.3,308.9,1577.0,34.9,160.0,0,No Failure
2143,L49322,L,299.3,308.9,1376.0,60.3,163.0,0,No Failure
2144,M17003,M,299.3,308.8,1442.0,49.0,165.0,0,No Failure
2145,L49324,L,299.4,308.9,1451.0,40.5,168.0,0,No Failure
2146,L49325,L,299.3,308.8,1550.0,45.8,170.0,0,No Failure
2147,L49326,L,299.3,308.8,1647.0,32.9,172.0,0,No Failure
2148,L49327,L,299.4,308.9,1550.0,33.7,174.0,0,No Failure
2149,L49328,L,299.4,308.9,1583.0,34.1,176.0,0,No Failure
2150,L49329,L,299.4,309.0,1613.0,32.2,178.0,0,No Failure
2151,H31564,H,299.3,308.8,1636.0,35.5,180.0,0,No Failure
2152,M17011,M,299.3,308.7,1289.0,51.5,185.0,0,No Failure
2153,M17012,M,299.3,308.8,1648.0,28.4,188.0,0,No Failure
2154,H31567,H,299.3,308.8,1397.0,45.4,191.0,0,No Failure
2155,M17014,M,299.3,308.9,,,196.0,0,No Failure
2156,L49335,L,299.3,308.8,1341.0,47.7,199.0,0,No Failure
2157,M17016,M,299.4,308.9,1457.0,41.5,201.0,0,No Failure
2158,M17017,M,299.4,309.0,1939.0,19.8,204.0,0,No Failure
2159,M17018,M,299.5,309.0,1399.0,49.7,207.0,0,No Failure
2160,M17019,M,299.5,309.0,1602.0,31.3,210.0,0,No Failure
2161,L49340,L,299.4,309.0,1507.0,41.0,213.0,0,No Failure
2162,L49341,L,299.4,309.1,1464.0,40.5,215.0,0,No Failure
2163,L49342,L,299.5,309.1,1336.0,42.1,217.0,0,No Failure
2164,L49343,L,299.6,309.2,1422.0,39.8,219.0,0,No Failure
2165,L49344,L,299.6,309.2,1540.0,36.7,221.0,0,No Failure
2166,L49345,L,299.5,309.1,1476.0,47.8,223.0,0,No Failure
2167,M17026,M,299.6,309.2,1867.0,23.4,225.0,1,Tool Wear Failure
2168,H31581,H,299.6,309.1,1588.0,41.3,0.0,0,No Failure
2169,M17028,M,299.5,309.1,1420.0,49.5,5.0,0,No Failure
2170,L49349,L,299.5,309.1,1415.0,49.2,8.0,0,No Failure
2171,M17030,M,299.4,309.1,1500.0,43.3,10.0,0,No Failure
2172,L49351,L,299.5,309.1,1502.0,44.6,13.0,0,No Failure
2173,L49352,L,299.5,309.2,1816.0,23.0,15.0,0,No Failure
2174,M17033,M,299.5,309.2,1495.0,41.6,17.0,0,No Failure
2175,L49354,L,299.6,309.2,1572.0,33.4,20.0,0,No Failure
2176,M17035,M,299.5,309.2,1590.0,35.9,22.0,0,No Failure
2177,M17036,M,299.6,309.3,1387.0,48.3,25.0,0,No Failure
2178,M17037,M,299.6,309.2,1393.0,,28.0,0,No Failure
2179,L49358,L,299.6,309.2,1602.0,37.3,31.0,0,No Failure
2180,L49359,L,299.6,309.2,1601.0,33.3,33.0,0,No Failure
2181,H31594,H,299.6,309.2,1597.0,36.3,35.0,0,No Failure
2182,H31595,H,299.5,,1548.0,44.3,40.0,0,No Failure
2183,M17042,M,299.5,309.2,1314.0,61.8,45.0,0,No Failure
2184,M17043,M,,309.3,1577.0,39.8,48.0,0,No Failure
2185,L49364,L,299.8,309.4,1475.0,43.4,,0,No Failure
2186,L49365,L,299.8,309.4,1630.0,32.4,53.0,0,No Failure
2187,L49366,L,299.7,309.4,1445.0,42.9,55.0,0,No Failure
2188,M17047,M,299.8,309.4,1439.0,47.4,57.0,0,No Failure
2189,L49368,L,299.7,309.3,1420.0,44.1,60.0,0,No Failure
2190,H31603,H,299.7,309.2,1554.0,41.6,62.0,0,No Failure
2191,M17050,M,299.6,309.1,1471.0,44.3,67.0,0,No Failure
2192,L49371,L,299.6,309.0,1648.0,33.6,70.0,0,No Failure
2193,L49372,L,299.6,309.0,1472.0,48.8,72.0,0,No Failure
2194,M17053,M,299.5,308.9,1448.0,42.9,74.0,0,No Failure
2195,M17054,M,299.6,308.9,1568.0,35.3,77.0,0,No Failure
2196,L49375,L,299.6,308.9,1613.0,30.8,80.0,0,No Failure
2197,M17056,M,299.7,308.9,1551.0,35.4,82.0,0,No Failure
2198,L49377,L,299.7,309.0,1412.0,49.2,85.0,0,No Failure
2199,M17058,M,299.7,,1478.0,41.0,87.0,0,No Failure
2200,M17059,M,299.8,309.1,1268.0,58.0,90.0,0,No Failure
2201,L49380,L,299.8,309.1,1546.0,35.6,93.0,0,No Failure
2202,L49381,L,,309.0,1567.0,36.1,95.0,0,No Failure
2203,M17062,M,299.9,309.2,1548.0,35.7,97.0,0,No Failure
2204,L49383,L,299.8,309.0,1614.0,30.8,100.0,0,No Failure
2205,M17064,M,299.7,309.1,1352.0,46.1,102.0,0,No Failure
2206,L49385,L,299.9,309.2,1624.0,34.6,105.0,0,No Failure
2207,L49386,L,,309.2,1436.0,52.0,107.0,0,No Failure
2208,L49387,L,299.8,309.2,1591.0,37.5,109.0,0,No Failure
2209,H31622,H,299.8,309.2,1435.0,42.6,111.0,0,No Failure
2210,L49389,L,299.8,309.3,1386.0,49.4,116.0,0,No Failure
2211,L49390,L,299.7,309.2,1401.0,54.1,118.0,0,No Failure
2212,M17071,M,299.6,309.0,,64.0,120.0,0,No Failure
2213,L49392,L,299.7,309.1,,40.0,123.0,0,No Failure
2214,L49393,L,299.7,309.1,1473.0,39.4,125.0,0,No Failure
2215,H31628,H,299.7,309.2,1355.0,44.8,,0,No Failure
2216,H31629,H,299.7,309.2,1468.0,49.6,132.0,0,No Failure
2217,L49396,L,299.7,309.2,1645.0,30.8,137.0,0,No Failure
2218,L49397,L,299.7,309.1,1347.0,55.3,139.0,0,No Failure
2219,L49398,L,299.7,309.1,1713.0,33.5,141.0,0,No Failure
2220,M17079,M,299.6,309.1,1435.0,48.4,143.0,0,No Failure
2221,M17080,M,299.6,309.0,,26.1,146.0,0,No Failure
2222,L49401,L,299.6,309.0,1372.0,60.4,149.0,0,No Failure
2223,L49402,L,299.7,309.0,1605.0,33.0,151.0,0,No Failure
2224,L49403,L,299.6,309.0,1413.0,48.5,,0,No Failure
2225,M17084,M,299.7,309.0,1645.0,31.9,155.0,0,No Failure
2226,M17085,M,299.7,309.0,1465.0,49.0,158.0,0,No Failure
2227,M17086,M,299.6,308.9,1685.0,27.8,161.0,0,No Failure
2228,L49407,L,,308.8,1965.0,20.4,164.0,0,No Failure
2229,H31642,H,299.4,308.6,1542.0,41.8,166.0,0,No Failure
2230,L49409,L,299.4,308.7,1681.0,30.8,171.0,0,No Failure
2231,L49410,L,299.5,308.7,1446.0,45.7,173.0,0,No Failure
2232,L49411,L,299.4,308.6,1415.0,56.4,175.0,0,No Failure
2233,L49412,L,299.5,,1672.0,30.5,177.0,0,No Failure
2234,L49413,L,299.5,308.7,2549.0,13.0,179.0,1,Power Failure
2235,L49414,L,299.4,308.6,1492.0,40.5,181.0,0,No Failure
2236,M17095,M,299.4,308.6,1455.0,42.7,183.0,0,No Failure
2237,M17096,M,299.3,308.5,1422.0,43.1,186.0,0,No Failure
2238,L49417,L,299.3,308.6,1403.0,50.6,189.0,0,No Failure
2239,L49418,L,299.3,308.6,1474.0,49.6,191.0,0,No Failure
2240,L49419,L,299.2,308.6,1381.0,50.0,193.0,0,No Failure
2241,L49420,L,299.2,308.5,1457.0,44.7,195.0,0,No Failure
2242,L49421,L,299.2,308.4,1711.0,28.9,197.0,0,No Failure
2243,L49422,L,299.2,308.4,1667.0,29.0,,0,No Failure
2244,L49423,L,299.2,308.4,1465.0,35.0,201.0,0,No Failure
2245,M17104,M,299.3,308.4,1542.0,37.5,203.0,1,Tool Wear Failure
2246,M17105,M,299.3,308.4,1438.0,42.3,0.0,0,No Failure
2247,L49426,L,299.3,308.4,1406.0,47.4,3.0,0,No Failure
2248,M17107,M,299.2,308.4,,48.5,5.0,0,No Failure
2249,M17108,M,299.3,308.5,1304.0,60.6,8.0,0,No Failure
2250,L49429,L,299.2,308.5,1442.0,46.5,11.0,0,No Failure
2251,M17110,M,299.2,308.4,1396.0,48.7,13.0,0,No Failure
2252,H31665,H,299.1,308.3,,43.4,16.0,0,No Failure
2253,H31666,H,,308.3,1451.0,42.8,21.0,0,No Failure
2254,L49433,L,299.2,308.4,1386.0,54.1,26.0,0,No Failure
2255,L49434,L,299.1,308.3,1325.0,46.9,28.0,0,No Failure
2256,L49435,L,299.1,308.3,1559.0,33.7,30.0,0,No Failure
2257,L49436,L,299.1,308.3,1489.0,38.1,32.0,0,No Failure
2258,L49437,L,299.1,308.3,1892.0,25.2,34.0,0,No Failure
2259,L49438,L,299.1,308.2,1319.0,60.3,36.0,0,No Failure
2260,L49439,L,299.1,308.3,1431.0,52.3,38.0,0,No Failure
2261,H31674,H,299.1,308.3,1521.0,36.5,40.0,0,No Failure
2262,M17121,M,299.1,308.2,1435.0,45.2,45.0,0,No Failure
2263,L49442,L,299.1,308.3,1533.0,42.4,48.0,0,No Failure
2264,M17123,M,299.2,308.4,1529.0,43.0,50.0,0,No Failure
2265,M17124,M,299.2,308.4,1415.0,43.5,53.0,0,No Failure
2266,M17125,M,299.2,308.4,1330.0,51.2,56.0,0,No Failure
2267,L49446,L,299.2,308.5,1381.0,60.6,59.0,0,No Failure
2268,L49447,L,299.2,308.5,1370.0,52.4,61.0,0,No Failure
2269,L49448,L,,308.5,1438.0,46.6,63.0,0,No Failure
2270,L49449,L,299.3,308.6,1314.0,48.2,65.0,0,No Failure
2271,L49450,L,299.3,308.6,1437.0,48.1,67.0,0,No Failure
2272,L49451,L,299.2,308.5,1821.0,26.1,69.0,0,No Failure
2273,M17132,M,299.3,308.6,1448.0,52.1,71.0,0,No Failure
2274,L49453,L,299.3,308.5,1589.0,32.7,74.0,0,No Failure
2275,L49454,L,299.3,308.6,1520.0,33.7,76.0,0,No Failure
2276,L49455,L,299.3,308.6,1605.0,37.0,78.0,0,No Failure
2277,L49456,L,299.3,308.7,1393.0,54.2,80.0,0,No Failure
2278,H31691,H,299.3,308.7,1408.0,44.4,82.0,0,No Failure
2279,M17138,M,299.3,308.7,1459.0,35.6,87.0,0,No Failure
2280,L49459,L,299.4,308.7,1525.0,39.0,90.0,0,No Failure
2281,L49460,L,299.4,308.8,1390.0,57.0,92.0,0,No Failure
2282,L49461,L,299.3,308.7,1536.0,38.9,94.0,0,No Failure
2283,L49462,L,299.4,308.7,1459.0,47.6,96.0,0,No Failure
2284,L49463,L,299.2,308.5,1387.0,51.1,98.0,0,No Failure
2285,L49464,L,,308.5,1378.0,53.4,100.0,0,No Failure
2286,L49465,L,299.4,308.7,1381.0,56.7,102.0,0,No Failure
2287,M17146,M,299.4,308.7,,60.5,104.0,0,No Failure
2288,L49467,L,299.4,308.6,1746.0,26.8,107.0,0,No Failure
2289,M17148,M,,308.6,1541.0,39.1,109.0,0,No Failure
2290,L49469,L,299.4,308.7,1504.0,37.8,112.0,0,No Failure
2291,M17150,M,299.5,308.7,1321.0,51.9,114.0,0,No Failure
2292,M17151,M,299.5,308.8,1886.0,20.9,117.0,0,No Failure
2293,L49472,L,299.6,308.9,1422.0,53.2,120.0,0,No Failure
2294,L49473,L,299.5,,1520.0,38.3,122.0,0,No Failure
2295,L49474,L,299.4,308.8,1627.0,32.6,124.0,0,No Failure
2296,L49475,L,299.4,308.7,1512.0,37.2,126.0,0,No Failure
2297,L49476,L,299.4,308.7,1553.0,42.7,128.0,0,No Failure
2298,L49477,L,299.3,308.7,1802.0,26.0,130.0,0,No Failure
2299,L49478,L,299.3,308.6,1482.0,37.6,132.0,0,No Failure
2300,L49479,L,299.4,308.7,1446.0,62.9,134.0,1,Power Failure
2301,L49480,L,299.3,308.6,1371.0,50.5,136.0,0,No Failure
2302,M17161,M,299.2,308.6,1586.0,35.7,138.0,0,No Failure
2303,L49482,L,299.2,308.5,1515.0,39.8,141.0,0,No Failure
2304,L49483,L,299.2,308.5,1374.0,53.6,143.0,0,No Failure
2305,L49484,L,299.1,308.5,1455.0,39.8,145.0,0,No Failure
2306,H31719,H,299.2,308.5,1342.0,47.5,147.0,0,No Failure
2307,L49486,L,299.1,308.6,1260.0,57.8,152.0,0,No Failure
2308,H31721,H,299.0,,1623.0,33.5,,0,No Failure
2309,L49488,L,,308.5,1371.0,55.5,159.0,0,No Failure
2310,L49489,L,299.1,308.6,1611.0,31.4,161.0,0,No Failure
2311,M17170,M,299.0,308.4,1535.0,47.5,163.0,0,No Failure
2312,M17171,M,299.1,308.6,1491.0,38.5,166.0,0,No Failure
2313,M17172,M,299.1,308.6,1441.0,36.2,169.0,0,No Failure
2314,M17173,M,299.1,308.8,1725.0,26.6,172.0,0,No Failure
2315,L49494,L,299.2,308.9,1368.0,47.2,175.0,0,No Failure
2316,L49495,L,299.2,308.9,1526.0,37.9,177.0,0,No Failure
2317,L49496,L,299.2,308.8,1542.0,39.2,179.0,0,No Failure
2318,L49497,L,299.2,308.8,1605.0,31.1,181.0,0,No Failure
2319,L49498,L,299.2,308.8,1405.0,51.4,183.0,0,No Failure
2320,M17179,M,299.2,308.8,1700.0,33.5,185.0,0,No Failure
2321,H31734,H,299.2,308.8,1440.0,39.1,188.0,0,No Failure
2322,M17181,M,299.2,,1314.0,52.5,193.0,0,No Failure
2323,L49502,L,299.2,308.7,1514.0,41.9,,0,No Failure
2324,M17183,M,299.2,308.7,1401.0,47.0,198.0,0,No Failure
2325,L49504,L,299.3,308.8,1636.0,29.9,201.0,0,No Failure
2326,L49505,L,299.3,308.8,1603.0,33.9,203.0,0,No Failure
2327,M17186,M,299.4,308.7,1487.0,52.6,205.0,0,No Failure
2328,M17187,M,299.3,308.7,1420.0,50.3,208.0,0,No Failure
2329,L49508,L,299.3,308.7,1579.0,36.3,211.0,0,No Failure
2330,L49509,L,299.3,308.7,1484.0,40.5,213.0,0,No Failure
2331,M17190,M,299.3,308.7,1390.0,49.3,215.0,0,No Failure
2332,L49511,L,299.3,308.6,1384.0,53.6,218.0,1,Overstrain Failure
2333,L49512,L,299.2,308.5,1378.0,50.4,220.0,1,Overstrain Failure
2334,L49513,L,299.2,,1445.0,45.2,222.0,0,No Failure
2335,L49514,L,299.2,308.4,1445.0,43.5,224.0,0,No Failure
2336,L49515,L,299.2,308.4,1509.0,39.4,0.0,0,No Failure
2337,L49516,L,299.2,308.4,1434.0,46.8,2.0,0,No Failure
2338,L49517,L,299.2,308.4,1877.0,23.9,4.0,0,No Failure
2339,L49518,L,299.3,308.3,1651.0,28.0,6.0,0,No Failure
2340,L49519,L,299.2,308.2,1466.0,41.3,8.0,0,No Failure
2341,L49520,L,299.1,308.1,1479.0,40.7,10.0,0,No Failure
2342,L49521,L,299.1,308.2,1409.0,46.4,12.0,0,No Failure
2343,M17202,M,299.2,308.2,1674.0,28.2,14.0,0,No Failure
2344,L49523,L,,308.3,1305.0,,17.0,0,No Failure
2345,M17204,M,299.2,308.3,1755.0,26.4,19.0,0,No Failure
2346,L49525,L,299.2,308.4,1475.0,38.7,22.0,0,No Failure
2347,L49526,L,299.2,308.4,1402.0,47.7,24.0,0,No Failure
2348,L49527,L,299.2,308.3,1410.0,43.0,,0,No Failure
2349,L49528,L,299.2,308.4,1436.0,41.8,28.0,0,No Failure
2350,M17209,M,299.3,308.5,1386.0,42.2,30.0,0,No Failure
2351,L49530,L,299.3,308.6,1744.0,26.4,33.0,0,No Failure
2352,L49531,L,299.2,308.4,1393.0,48.4,35.0,0,No Failure
2353,M17212,M,299.3,308.5,1422.0,45.4,,0,No Failure
2354,L49533,L,299.2,308.4,1841.0,22.8,40.0,0,No Failure
2355,L49534,L,299.3,308.6,1433.0,37.7,42.0,0,No Failure
2356,M17215,M,299.3,308.5,1305.0,60.6,44.0,0,No Failure
2357,H31770,H,299.3,308.6,1498.0,39.5,47.0,0,No Failure
2358,L49537,L,299.3,308.5,1772.0,26.1,52.0,0,No Failure
2359,M17218,M,299.2,308.4,1381.0,42.5,54.0,0,No Failure
2360,L49539,L,299.3,308.5,1413.0,38.5,57.0,0,No Failure
2361,H31774,H,299.2,308.4,1388.0,53.2,59.0,0,No Failure
2362,M17221,M,299.2,308.6,1631.0,35.4,64.0,0,No Failure
2363,H31776,H,299.3,308.6,1520.0,41.4,67.0,0,No Failure
2364,L49543,L,299.3,308.5,1510.0,45.4,72.0,0,No Failure
2365,L49544,L,299.2,308.5,1366.0,49.7,74.0,0,No Failure
2366,L49545,L,299.4,308.5,1845.0,22.9,,0,No Failure
2367,L49546,L,299.3,308.5,1485.0,44.7,78.0,0,No Failure
2368,M17227,M,299.3,308.5,1496.0,39.4,80.0,0,No Failure
2369,M17228,M,299.3,308.4,1468.0,42.2,83.0,0,No Failure
2370,M17229,M,299.2,308.4,1856.0,22.7,86.0,0,No Failure
2371,L49550,L,299.2,308.4,1620.0,34.1,89.0,0,No Failure
2372,L49551,L,299.3,308.5,1409.0,44.8,91.0,0,No Failure
2373,M17232,M,299.3,308.5,1404.0,49.4,93.0,0,No Failure
2374,L49553,L,299.2,308.4,,51.3,96.0,0,No Failure
2375,M17234,M,299.2,308.4,1538.0,38.0,98.0,0,No Failure
2376,M17235,M,,308.4,1476.0,32.7,101.0,0,No Failure
2377,M17236,M,,308.3,1364.0,51.8,104.0,0,No Failure
2378,M17237,M,299.2,308.3,1582.0,45.5,107.0,0,No Failure
2379,L49558,L,299.1,308.2,1348.0,56.1,110.0,0,No Failure
2380,H31793,H,299.1,308.2,1450.0,46.1,112.0,0,No Failure
2381,L49560,L,299.0,308.1,1242.0,60.9,117.0,0,No Failure
2382,L49561,L,299.1,308.2,1493.0,34.9,119.0,0,No Failure
2383,L49562,L,299.1,308.3,1601.0,31.4,121.0,0,No Failure
2384,L49563,L,299.1,308.2,1568.0,33.3,123.0,0,No Failure
2385,M17244,M,299.1,308.3,1506.0,38.0,125.0,0,No Failure
2386,L49565,L,299.1,308.3,1524.0,34.1,128.0,0,No Failure
2387,L49566,L,299.1,308.4,1543.0,37.9,130.0,0,No Failure
2388,M17247,M,299.2,308.5,1474.0,47.2,132.0,0,No Failure
2389,M17248,M,299.2,,1526.0,37.3,135.0,0,No Failure
2390,L49569,L,299.2,308.5,1867.0,27.0,138.0,0,No Failure
2391,L49570,L,299.2,308.5,1487.0,41.2,140.0,0,No Failure
2392,L49571,L,299.2,308.4,1580.0,32.6,142.0,0,No Failure
2393,L49572,L,299.2,308.5,1340.0,50.0,144.0,0,No Failure
2394,L49573,L,299.2,308.5,1544.0,41.6,146.0,0,No Failure
2395,L49574,L,299.2,308.5,1488.0,40.3,148.0,0,No Failure
2396,M17255,M,299.2,308.5,1742.0,28.9,150.0,0,No Failure
2397,M17256,M,299.1,308.5,1592.0,34.2,153.0,0,No Failure
2398,L49577,L,299.2,308.6,1582.0,38.8,156.0,0,No Failure
2399,L49578,L,,308.5,1490.0,43.2,158.0,0,No Failure
2400,M17259,M,299.2,308.5,1594.0,35.8,160.0,0,No Failure
2401,H31814,H,299.2,308.6,1462.0,55.0,163.0,0,No Failure
2402,M17261,M,299.2,308.6,1367.0,47.6,168.0,0,No Failure
2403,L49582,L,299.2,308.7,1325.0,,171.0,0,No Failure
2404,H31817,H,299.2,308.7,1448.0,51.4,173.0,0,No Failure
